Document,Topic,Name,Representation,KeyBERT,MMR,Representative_Docs,Top_n_words,Probability,Representative_document
"Ojo que nisiquiera digo que este mal que no le guste la gente con obesidad ya que todos tenemos la libertad de tener preferencias estéticas (a mi tampoco me gusta), pero hay muchas formas de aclarar eso sin denigrar a nadie",4,4_quiere_medio_podes_tampoco,"['quiere', 'medio', 'podes', 'tampoco', 'viendo', 'boludo', 'creo', 'cara', 'sé', 'pelotudo']","['siquiera', 'tampoco', 'quiere', 'malo', 'dar', 'querer', 'digo', 'tomar', 'algún', 'hablando']","['tampoco', 'sé', 'pelotudo', 'razón', 'debería', 'malo', 'vergüenza', 'dicen', 'poder', 'cabeza']","['tranqui, nadie quiere ver unas tetas separadas y , saludos', 'que sea  no quiere decir que no entre', 'yo creo q esta mal romantizar la , pero tampoco para el odio. un punto medio tami']",quiere - medio - podes - tampoco - viendo - boludo - creo - cara - sé - pelotudo,0.13739756068853828,False
"Soy hombre, mido 1.75 y peso 120kg. Se que me fui a la mierda con el peso pero llamarlo ""obesidad mórbida"" es como que, posta, decis ya fue, me mato!",3,3_kilos_bajar_20_10,"['kilos', 'bajar', '20', '10', '50', 'normal', '30', 'imc', '15', '40']","['kilos', 'dieta', 'grasa', 'comer', 'salud', 'quiero', 'cuerpo', 'mina', 'bastante', 'bajar']","['kilos', 'bajar', '50', 'normal', 'meses', 'cuerpo', 'puedo', 'amigo', 'querés', 'tiempo']","['qué es esa aplicación chicas tengo  pero más de 36 kilos', 'baja mucho porque es muy , después le va a costar mucho mas, es mas dificil que alguien que tenga 10 kilos de más baje 5 kilos que alguien de 200 kilos baje 20', 'me pesé el viernes y tengo 12 kilos más de lo que estaba antes de la pandemia y 20 kilos de lo que mejor estuve . ni hablar de que necesito bajar 50 kilos para dejar de ser ']",kilos - bajar - 20 - 10 - 50 - normal - 30 - imc - 15 - 40,1.0,False
EL nivel Dios de resentimiento que maneja esta señora obesa es demencial. Desde cuando esta llenita de poco pelo es asi de arrastrada?,16,16_diciendo_chica_mujer_puta,"['diciendo', 'chica', 'mujer', 'puta', 'quiere', 'cara', 'xq', 'sabe', 'única', 'mira']","['mujer', 'puta', 'misma', 'chica', 'quiere', 'dia', 'gusta', 'tanta', 'hablando', 'malo']","['chica', 'mujer', 'puta', 'foto', 'dicen', 'sociedad', 'panza', 'casa', 'atrás', 'querer']","['vizcachera dice, quisiera q furia agarre a cata y le diga q tiene 4k d celulitis, q es  x comer dulce d leche, a paloma q es una calienta pi q muestra las tetas x cámara y se lo quiere garchar a mauro, pero en la cara!ya q ella es tan frontal!ustedes bancan cualqier cosa ya!', 'la desinformación que daba está mujer diciendo que la  era sana y ahora esto', 'mamita. todos los conceptos cruzados tiene esta chica. y quiere hacer de su problema una bandera. yo lucho a diario con la  y no ando diciendo esas pelotudeces. me encantaría ayudarla']",diciendo - chica - mujer - puta - quiere - cara - xq - sabe - única - mira,1.0,False
Es muy poco 51 kilos. No entiendo cómo pudo decirte que tenés sobrepeso. Sos muy bajita? Es raro. Estos médicos no miden sus palabras; si dan con alguien muy sensible pueden causarle mucho daño.,3,3_kilos_bajar_20_10,"['kilos', 'bajar', '20', '10', '50', 'normal', '30', 'imc', '15', '40']","['kilos', 'dieta', 'grasa', 'comer', 'salud', 'quiero', 'cuerpo', 'mina', 'bastante', 'bajar']","['kilos', 'bajar', '50', 'normal', 'meses', 'cuerpo', 'puedo', 'amigo', 'querés', 'tiempo']","['qué es esa aplicación chicas tengo  pero más de 36 kilos', 'baja mucho porque es muy , después le va a costar mucho mas, es mas dificil que alguien que tenga 10 kilos de más baje 5 kilos que alguien de 200 kilos baje 20', 'me pesé el viernes y tengo 12 kilos más de lo que estaba antes de la pandemia y 20 kilos de lo que mejor estuve . ni hablar de que necesito bajar 50 kilos para dejar de ser ']",kilos - bajar - 20 - 10 - 50 - normal - 30 - imc - 15 - 40,1.0,False
Julio Baptista con sobrepeso demostraba más calidad y carácter con la selección que todos los actuales jugadorcitos de cristal que encima se dan el lujo de querer callar a la gente por ganarle a Paraguay.,19,19_aca_ir_30_final,"['aca', 'ir', '30', 'final', 'favor', 'viendo', 'grande', 'poner', '40', 'ganas']","['malo', 'aunque', 'quieren', 'haga', 'quiere', 'boludo', 'viene', 'chicos', 'deja', 'momento']","['final', 'grande', '40', 'hagan', 'quieren', 'boludo', 'siquiera', 'veces', 'sabes', 'vergüenza']","['el hincha es muy boludo para que pidan a enzo pérez con 40 años y a quintero con  y que nos dejos 2 veces por guita. dicen que hay que soltar madrid pero piden a los mismos. al final que hizo más daño el 2018 fue a ambos equipos.', 'está llegando a la fase final de todo futbolista brasilero, la gordura post 30 pre-retirada', 'miro al   este tiene un dolor no sabes de fútbol los hijos juegan a la pelota con la panza de el que no venga aver un partido de méxico aca por qué triste se va a ir todo desinflado']",aca - ir - 30 - final - favor - viendo - grande - poner - 40 - ganas,1.0,False
"Para jajaj cuánto media para tener sobrepeso jaja 1,30?",6,6_amigo_imc_10_veo,"['amigo', 'imc', '10', 'veo', 'puedo', 'xq', 'momento', 'podes', 'orto', 'mañana']","['amiga', 'amigo', 'quiere', 'dia', 'quiero', 'dije', 'anda', 'cara', 'digo', 'quién']","['amigo', '10', 'podes', 'mañana', 'fotos', 'hablando', 'salir', 'quiero', 'sabe', 'hagan']","['amigo lo   que estoy', 'y la tiene amigo, esta diagnosticado con ', 'ysi amigo es  como un tumor dah']",amigo - imc - 10 - veo - puedo - xq - momento - podes - orto - mañana,0.06744112690781444,False
Dejo aquí el episodio de nuestro podcast dedicado a la obesidad felina. sobre alimentar al gato tiene consecuencias. ¡Volvimos!,8,8_pobre_bajo_puedo_meses,"['pobre', 'bajo', 'puedo', 'meses', 'comida', 'pq', 'casa', 'veces', 'comer', 'importante']","['malo', 'comer', 'capaz', 'gordito', 'quiero', 'pueden', 'puta', 'algún', 'alguna', 'dar']","['pobre', 'meses', 'casa', 'comer', 'quiero', 'final', 'panza', 'hombre', 'normal', 'obvio']","['que paja ser hombre pq no puedo ser un gato ', 'es importante tener en cuenta que: *no podrán castrarse los animales que estén en celo, tengan sarna, sean , de bajo peso, menores de 6 meses; gatos machos menores de 8 meses y hembras con secreción vulvar.', 'es importante recordar que: *no podrán castrarse los animales que estén en celo, tengan sarna, , de bajo peso, menores de 6 meses, gatos machos menores de 8 meses y hembras con secreción vulvar.']",pobre - bajo - puedo - meses - comida - pq - casa - veces - comer - importante,0.6243389123340466,False
"Que decís obeso? Ves unos borcegos y ya flasheas dictadura, mitomano",7,7_milei_ustedes_hablando_tiempo,"['milei', 'ustedes', 'hablando', 'tiempo', 'poder', 'parte', 'ler', 'país', 'sabe', 'pobre']","['puto', 'deja', 'haga', 'quieren', 'hizo', 'mucha', 'anda', 'quiere', 'punto', 'digo']","['ustedes', 'hablando', 'tiempo', 'país', 'pobre', 'cabeza', 'entender', 'meses', 'quieren', 'favor']","['todas las personas que votaron a milei cubren estos requisitos: varón  pelo largo olor a trapo húmedo', 'ajajajaja recién me acordé de las swifties que salieron a decir que no había que votar a milei, ojalá estén bajando de peso ahora las  mórbidas', 'no nabo, era un flaco hasta 2015. el que lo puso  fue macri con caputo, el mismo que ahora está con milei. y todos los gobiernos k hicieron crecer el salario en los primeros 5 meses. adiviná quién es que lo hizo caer más? adivinaste: milei. siguiente estupidez.']",milei - ustedes - hablando - tiempo - poder - parte - ler - país - sabe - pobre,0.17098648899259372,False
"El hecho es que vos conocés de Churchill lo que publica otro obeso como Koureas. Yo lo estudio con mis credenciales en ciencias políticas. Y solo surge que es un inepto con muy buena propaganda, la cual ya fue desenmascarada. Siga con su aversión a la lectura, pequeño.",-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.18577145538334272,False
"Un tipo realmente inoperante en todo sentido, al punto de perder las elecciones, con un pasado que explica el declive presente del Albión. ¿CÓMO VA A PERDER UNA ELECCIÓN TRAS UNA GUERRA? Un verdadero inútil, bueno para nada el obeso genocida.",7,7_milei_ustedes_hablando_tiempo,"['milei', 'ustedes', 'hablando', 'tiempo', 'poder', 'parte', 'ler', 'país', 'sabe', 'pobre']","['puto', 'deja', 'haga', 'quieren', 'hizo', 'mucha', 'anda', 'quiere', 'punto', 'digo']","['ustedes', 'hablando', 'tiempo', 'país', 'pobre', 'cabeza', 'entender', 'meses', 'quieren', 'favor']","['todas las personas que votaron a milei cubren estos requisitos: varón  pelo largo olor a trapo húmedo', 'ajajajaja recién me acordé de las swifties que salieron a decir que no había que votar a milei, ojalá estén bajando de peso ahora las  mórbidas', 'no nabo, era un flaco hasta 2015. el que lo puso  fue macri con caputo, el mismo que ahora está con milei. y todos los gobiernos k hicieron crecer el salario en los primeros 5 meses. adiviná quién es que lo hizo caer más? adivinaste: milei. siguiente estupidez.']",milei - ustedes - hablando - tiempo - poder - parte - ler - país - sabe - pobre,1.0,False
"Sobrepeso con 51 kilos? Mido 1,80 y peso 105 kilos. Yo estaria rejugado para tu doctora.",3,3_kilos_bajar_20_10,"['kilos', 'bajar', '20', '10', '50', 'normal', '30', 'imc', '15', '40']","['kilos', 'dieta', 'grasa', 'comer', 'salud', 'quiero', 'cuerpo', 'mina', 'bastante', 'bajar']","['kilos', 'bajar', '50', 'normal', 'meses', 'cuerpo', 'puedo', 'amigo', 'querés', 'tiempo']","['qué es esa aplicación chicas tengo  pero más de 36 kilos', 'baja mucho porque es muy , después le va a costar mucho mas, es mas dificil que alguien que tenga 10 kilos de más baje 5 kilos que alguien de 200 kilos baje 20', 'me pesé el viernes y tengo 12 kilos más de lo que estaba antes de la pandemia y 20 kilos de lo que mejor estuve . ni hablar de que necesito bajar 50 kilos para dejar de ser ']",kilos - bajar - 20 - 10 - 50 - normal - 30 - imc - 15 - 40,1.0,False
"Se llama Jorge, lo mas probable es que mida 1,60 sea ancho y tenga la piel acartonada, es mas facil decir soy virgen que decirle que eso es sobrepeso",-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.06956425792977439,False
"Pasa que en una guerra hay acción, movimiento, situaciones sucediendo, en pandemia sólo hay obesos mirando netflix en casa",14,14_salud_dia_10_año,"['salud', 'dia', '10', 'año', 'enfermedad', 'mil', 'argentina', 'gran', 'mayor', 'enfermedades']","['enfermedades', 'enfermedad', 'salud', 'sufre', 'año', 'importante', 'país', 'días', 'sociedad', 'tomar']","['salud', 'argentina', 'chicos', 'nota', 'trabajo', 'mañana', '50', 'sufre', 'país', 'cuestión']","['programa de salud escolar: sugerencias para combatir la  infantil en punta arenas', 'más de 1.000 millones de personas sufren de  en el mundo, una preocupante tendencia que afecta a países de todos los ingresos. la organización mundial de la salud alerta sobre la necesidad de abordar este problema global. descubre más en nuestro …', 'cada 4 de marzo celebramos el día mundial de la  para concientizar sobre el daño significativo. la  ha alcanzado proporciones epidémicas a nivel global. juntos, reflexionemos y trabajemos acciones que nos permitan combatir esta afección a la salud pública.']",salud - dia - 10 - año - enfermedad - mil - argentina - gran - mayor - enfermedades,1.0,False
"Depende cuanto medis, si medis 1,40 creo q es sobrepeso si no bueno no se",4,4_quiere_medio_podes_tampoco,"['quiere', 'medio', 'podes', 'tampoco', 'viendo', 'boludo', 'creo', 'cara', 'sé', 'pelotudo']","['siquiera', 'tampoco', 'quiere', 'malo', 'dar', 'querer', 'digo', 'tomar', 'algún', 'hablando']","['tampoco', 'sé', 'pelotudo', 'razón', 'debería', 'malo', 'vergüenza', 'dicen', 'poder', 'cabeza']","['tranqui, nadie quiere ver unas tetas separadas y , saludos', 'que sea  no quiere decir que no entre', 'yo creo q esta mal romantizar la , pero tampoco para el odio. un punto medio tami']",quiere - medio - podes - tampoco - viendo - boludo - creo - cara - sé - pelotudo,0.15660261159067063,False
"El domingo a la madrugada les deje a Mota a mama y oscar, hoy me mandan un video y la perra esta OBESA jaja en dos días, cuando volvamos no la reconocemos",6,6_amigo_imc_10_veo,"['amigo', 'imc', '10', 'veo', 'puedo', 'xq', 'momento', 'podes', 'orto', 'mañana']","['amiga', 'amigo', 'quiere', 'dia', 'quiero', 'dije', 'anda', 'cara', 'digo', 'quién']","['amigo', '10', 'podes', 'mañana', 'fotos', 'hablando', 'salir', 'quiero', 'sabe', 'hagan']","['amigo lo   que estoy', 'y la tiene amigo, esta diagnosticado con ', 'ysi amigo es  como un tumor dah']",amigo - imc - 10 - veo - puedo - xq - momento - podes - orto - mañana,0.11971811752217673,False
Y el sobrepeso?,-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.843536810983246,False
51 kilos y sobrepeso? Cuánto medis?,3,3_kilos_bajar_20_10,"['kilos', 'bajar', '20', '10', '50', 'normal', '30', 'imc', '15', '40']","['kilos', 'dieta', 'grasa', 'comer', 'salud', 'quiero', 'cuerpo', 'mina', 'bastante', 'bajar']","['kilos', 'bajar', '50', 'normal', 'meses', 'cuerpo', 'puedo', 'amigo', 'querés', 'tiempo']","['qué es esa aplicación chicas tengo  pero más de 36 kilos', 'baja mucho porque es muy , después le va a costar mucho mas, es mas dificil que alguien que tenga 10 kilos de más baje 5 kilos que alguien de 200 kilos baje 20', 'me pesé el viernes y tengo 12 kilos más de lo que estaba antes de la pandemia y 20 kilos de lo que mejor estuve . ni hablar de que necesito bajar 50 kilos para dejar de ser ']",kilos - bajar - 20 - 10 - 50 - normal - 30 - imc - 15 - 40,1.0,False
"La doctora me marcó que peso 51 kilos y me dijo que tengo sobrepeso. Me quedé pensando porque me pareció un montón. Y supongo que a cualquiera le decís eso y ya se bajonea. Cuidado con las cosas que dicen, no saben cuánto pueden afectar al otro.",3,3_kilos_bajar_20_10,"['kilos', 'bajar', '20', '10', '50', 'normal', '30', 'imc', '15', '40']","['kilos', 'dieta', 'grasa', 'comer', 'salud', 'quiero', 'cuerpo', 'mina', 'bastante', 'bajar']","['kilos', 'bajar', '50', 'normal', 'meses', 'cuerpo', 'puedo', 'amigo', 'querés', 'tiempo']","['qué es esa aplicación chicas tengo  pero más de 36 kilos', 'baja mucho porque es muy , después le va a costar mucho mas, es mas dificil que alguien que tenga 10 kilos de más baje 5 kilos que alguien de 200 kilos baje 20', 'me pesé el viernes y tengo 12 kilos más de lo que estaba antes de la pandemia y 20 kilos de lo que mejor estuve . ni hablar de que necesito bajar 50 kilos para dejar de ser ']",kilos - bajar - 20 - 10 - 50 - normal - 30 - imc - 15 - 40,1.0,False
"No uses una foto falsa pedazo de puta, seguro que sos una negra obesa con bigote, pedazo de retrasada.",13,13_mujer_cuerpo_chica_diciendo,"['mujer', 'cuerpo', 'chica', 'diciendo', 'hombre', 'ustedes', 'amiga', 'dicen', 'gusta', 'foto']","['mujer', 'puta', 'diciendo', 'hablando', 'sano', 'puto', 'dicen', 'hablar', 'quieren', 'habla']","['ustedes', 'amiga', 'mina', 'pedazo', 'video', 'buena', 'habla', 'puta', 'entender', 'odio']","['mujeres cuando una mujer hace chistes sobre el pene de los hombres : ay si amiga mujeres cuando un hombre hace chistes sobre la gordura de una mujer o sus estrías : incel asqueroso, por eso no tocas a ninguna mujer', 'una negra , burlándose del cuerpo de otro, el chiste se cuenta solo. y vos goro, nada por lo menos la sugus es mujer.', 'nosotros nos motivamos entre nosotros, lo tendrían que hacer ustedes también pero no lo hacen y dicen cosas como ama tu cuerpo, tu cuerpo es hermoso así como es pero no, no está bien la  como lo está está mujer.']",mujer - cuerpo - chica - diciendo - hombre - ustedes - amiga - dicen - gusta - foto,1.0,False
"El Sistema de Salud de Malvinas Argentinas, participará del «XVI Congreso Internacional de Cirugía para la Obesidad y Enfermedades Metabólicas»",-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.8902769772903012,False
Agonistas del receptor de GLP-1 e incidencia de diferentes tipos de cáncer asociado con la obesidad en pacientes con diabetes tipo 2 | JAMA Netw Open,10,10_bajar_ayuda_enfermedades_hilo,"['bajar', 'ayuda', 'enfermedades', 'hilo', 'alto', 'enfermedad', 'muchas', 'pueden', 'saber', 'meses']","['dieta', 'salud', 'grasa', 'comer', 'enfermedades', 'enfermedad', 'comida', 'ayuda', 'importante', 'morbida']","['ayuda', 'enfermedades', 'hilo', 'meses', 'salud', '40', 'montón', 'argentina', 'saben', 'sólo']","['es liraglutida, un medicamento similar al que utilizan los diabéticos. te ayuda a controlar el hambre por ansiedad, y a dejar de ser insulino resistente, los q tenemos  lo padecemos y es super difícil bajar de peso sin ayuda de algo por el estilo, como eso o metformina', 'la fda aprobó el uso de wegovy -uno de los tantos medicamentos de moda para bajar de peso- para reducir el riesgo de ataque cardíaco, accidente cerebrovascular y muerte en adultos con  y enfermedades cardiovasculares.', 'algo que debemos tener en cuenta es que, a pesar de que el fármaco semaglutida presentó un grado de evidencia alto para patologías como la diabetes y , aún se encuentra sujeto a una vigilancia estricta por parte de las autoridades reguladores (ema, en europa o fda en usa, por ejemplo). la idea es reforzar la fármacovigilancia por parte de las autoridades y de los profesionales de la salud. este es el motivo por el cual se insiste en comunicarle al médico sobre la aparición de cualquier efecto adverso que le llame la atención al paciente. espero que este hilo les haya aclarado un poco la manera en que funcionan estos fármacos y lo importante que es estar atento ante al aparición de complicación. recordá que este hilo está hecho a título informativo, cualquier duda que tengas al respecto, consultalo con tu médico ya que sería poco serio el hecho de estar respondiendo preguntas al aire sin un contexto clínico completo y sin tu historia clínica en la mano. si les gustó el hilo y consideran útil la información que suelo darles, compártanlo. está bueno saber que les sirve lo que escribo. les dejo mi cuenta profesional de instagram donde voy a estar hablando de cada uno de estos puntos en forma separada. . gracias por ler!']",bajar - ayuda - enfermedades - hilo - alto - enfermedad - muchas - pueden - saber - meses,0.6362425345986404,False
"Julito Garro, eso te pasa por bocon e inútil .y parece q al del obeso dan no le gusto y te dio una patada en el ort0.siempre hay uno mas q te la va a poner!",17,17_vos sos_haces_asco_ustedes,"['vos sos', 'haces', 'asco', 'ustedes', 'único', 'sabes', 'cara', 'mórbido', 'mala', 'anda']","['anda', 'haces', 'ustedes', 'querés', 'puto', 'sabes', 'tomar', 'podes', 'asco', 'quieren']","['asco', 'ustedes', 'amiga', 'hdp', 'siquiera', 'fotos', 'gordito', 'vergüenza', 'malo', 'hablar']","['y vos sos psicologa o que, anda vos a terapia para q dejes d defender a él caballo  de yegua mua', 'vos sos el traidor a la patria, mugriento  mórbido. tanto que lo pedís , será algo muy tuyo, balde de', 'ah porque vos sos un adonis,  mórbido marrón y delincuente. inmoral']",vos sos - haces - asco - ustedes - único - sabes - cara - mórbido - mala - anda,1.0,False
"Las falsificaciones de fármacos para la pérdida de peso, como Ozempic, generan alarma mundial. Pueden contener sustancias peligrosas o diferentes. En junio, la advirtió sobre lotes falsos encontrados. cc.",10,10_bajar_ayuda_enfermedades_hilo,"['bajar', 'ayuda', 'enfermedades', 'hilo', 'alto', 'enfermedad', 'muchas', 'pueden', 'saber', 'meses']","['dieta', 'salud', 'grasa', 'comer', 'enfermedades', 'enfermedad', 'comida', 'ayuda', 'importante', 'morbida']","['ayuda', 'enfermedades', 'hilo', 'meses', 'salud', '40', 'montón', 'argentina', 'saben', 'sólo']","['es liraglutida, un medicamento similar al que utilizan los diabéticos. te ayuda a controlar el hambre por ansiedad, y a dejar de ser insulino resistente, los q tenemos  lo padecemos y es super difícil bajar de peso sin ayuda de algo por el estilo, como eso o metformina', 'la fda aprobó el uso de wegovy -uno de los tantos medicamentos de moda para bajar de peso- para reducir el riesgo de ataque cardíaco, accidente cerebrovascular y muerte en adultos con  y enfermedades cardiovasculares.', 'algo que debemos tener en cuenta es que, a pesar de que el fármaco semaglutida presentó un grado de evidencia alto para patologías como la diabetes y , aún se encuentra sujeto a una vigilancia estricta por parte de las autoridades reguladores (ema, en europa o fda en usa, por ejemplo). la idea es reforzar la fármacovigilancia por parte de las autoridades y de los profesionales de la salud. este es el motivo por el cual se insiste en comunicarle al médico sobre la aparición de cualquier efecto adverso que le llame la atención al paciente. espero que este hilo les haya aclarado un poco la manera en que funcionan estos fármacos y lo importante que es estar atento ante al aparición de complicación. recordá que este hilo está hecho a título informativo, cualquier duda que tengas al respecto, consultalo con tu médico ya que sería poco serio el hecho de estar respondiendo preguntas al aire sin un contexto clínico completo y sin tu historia clínica en la mano. si les gustó el hilo y consideran útil la información que suelo darles, compártanlo. está bueno saber que les sirve lo que escribo. les dejo mi cuenta profesional de instagram donde voy a estar hablando de cada uno de estos puntos en forma separada. . gracias por ler!']",bajar - ayuda - enfermedades - hilo - alto - enfermedad - muchas - pueden - saber - meses,1.0,False
"Chocolate Baley fue campeón mundial con la selección Argentina en 1978. Pero además, lo que importa es el nivel deportivo (de cualquier deporte), no su etnia, raza o religión. Con el mismo criterio se podría acusar al país X de no ser inclusivo porque no tiene jugadores obesos.",5,5_argentina_país_final_mayoría,"['argentina', 'país', 'final', 'mayoría', 'comida', 'mayor', 'come', 'mucha', 'milei', 'cualquier']","['argentina', 'ganas', 'país', 'siendo', 'mala', 'diciendo', 'misma', 'muchas', 'quieren', 'mórbido']","['argentina', 'país', 'mayoría', 'mayor', 'comer', 'mujer', 'cabeza', 'veo', 'video', '50']","['""la economía argentina es , drogadicta, alcohólica, tiene cáncer y sida"", dijo galperín a the economist', 'marcos galperín hablo sobre la economía argentina el fundador de mercado libre la comparó con un deportista y dijo que ""está , es adicto a las drogas, tiene cáncer, sida, y es alcohólico"".', 'esta mal, argentina es blanca pero con nariz, mexico es un mono, chile es un pasillo y eu es , el meme esta horrible.']",argentina - país - final - mayoría - comida - mayor - come - mucha - milei - cualquier,1.0,False
"déjalo en paz con su gordura, gracias.",26,26_ves_ah_hizo_tenés,"['ves', 'ah', 'hizo', 'tenés', 'grasa', 'deja', 'podés', 'crer', 'hdp', 'foto']","['gordito', 'grasa', 'anda', 'comer', 'malo', 'haces', 'comiendo', 'ves', 'mucha', 'ustedes']","['hizo', 'hdp', 'foto', 'gordito', 'panza', 'asco', 'hablar', 'veces', 'creo', 'quién']","['me parece a mí o ves gordura sin kilos?', 'y bueno gordura por ahí sos vos el problema que ves peronismo en todos lados un saludo', 'petisa si. ? donde le ves gordura? granos? y si los tiene. recordá q tiene 22 años. a diferencia tuya que debes tener como 75. y no por eso te dicen vieja fea de cuello arrugado. ves? guardate tus comentarios.']",ves - ah - hizo - tenés - grasa - deja - podés - crer - hdp - foto,1.0,False
Es ais la raza o tiene sobrepeso?,-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.9275571879250762,False
"Es importante tener en cuenta que: *No podrán castrarse los animales que estén en celo, tengan sarna, sean obesos, de bajo peso, menores de 6 meses; gatos machos menores de 8 meses y hembras con secreción vulvar.",8,8_pobre_bajo_puedo_meses,"['pobre', 'bajo', 'puedo', 'meses', 'comida', 'pq', 'casa', 'veces', 'comer', 'importante']","['malo', 'comer', 'capaz', 'gordito', 'quiero', 'pueden', 'puta', 'algún', 'alguna', 'dar']","['pobre', 'meses', 'casa', 'comer', 'quiero', 'final', 'panza', 'hombre', 'normal', 'obvio']","['que paja ser hombre pq no puedo ser un gato ', 'es importante tener en cuenta que: *no podrán castrarse los animales que estén en celo, tengan sarna, sean , de bajo peso, menores de 6 meses; gatos machos menores de 8 meses y hembras con secreción vulvar.', 'es importante recordar que: *no podrán castrarse los animales que estén en celo, tengan sarna, , de bajo peso, menores de 6 meses, gatos machos menores de 8 meses y hembras con secreción vulvar.']",pobre - bajo - puedo - meses - comida - pq - casa - veces - comer - importante,0.02537901505182028,False
